Source	Subset Code	Subset Name	Concept Code	Source PT	Source Synonyms(s)	Source Definition
FDA	C54599	SPL Limitation of Use Terminology	C60655	DURATION OF USE		
FDA	C106324	SPL Lot Distribution Data - Distribution Codes	C106325	Distributed per reporting interval		
FDA	C106324	SPL Lot Distribution Data - Distribution Codes	C106326	Distributed - anticipated total		
FDA	C106324	SPL Lot Distribution Data - Distribution Codes	C106328	Returned		
FDA	C73582	SPL Marketing Category Terminology	C101533	UNAPPROVED DRUG FOR USE IN DRUG SHORTAGE		
FDA	C73582	SPL Marketing Category Terminology	C117717	Master File		
FDA	C73582	SPL Marketing Category Terminology	C132333	Approved Drug Product Manufactured Under Contract		
FDA	C73582	SPL Marketing Category Terminology	C132334	OTC Monograph Drug Product Manufactured Under Contract		
FDA	C73582	SPL Marketing Category Terminology	C132335	Unapproved Drug Product Manufactured Under Contract		
FDA	C73582	SPL Marketing Category Terminology	C73583	ANADA		
FDA	C73582	SPL Marketing Category Terminology	C73584	ANDA		
FDA	C73582	SPL Marketing Category Terminology	C73585	BLA		
FDA	C73582	SPL Marketing Category Terminology	C73586	BULK ACTIVE INGREDIENT		
FDA	C73582	SPL Marketing Category Terminology	C73587	BULK INACTIVE INGREDIENT		
FDA	C73582	SPL Marketing Category Terminology	C73588	CONDITIONAL NADA		
FDA	C73582	SPL Marketing Category Terminology	C73590	EXPORT ONLY		
FDA	C73582	SPL Marketing Category Terminology	C73593	NADA		
FDA	C73582	SPL Marketing Category Terminology	C73594	NDA		
FDA	C73582	SPL Marketing Category Terminology	C73603	OTC MONOGRAPH FINAL		
FDA	C73582	SPL Marketing Category Terminology	C73604	OTC MONOGRAPH NOT FINAL		
FDA	C73582	SPL Marketing Category Terminology	C73605	NDA AUTHORIZED GENERIC		
FDA	C73582	SPL Marketing Category Terminology	C73613	UNAPPROVED MEDICAL GAS		
FDA	C73582	SPL Marketing Category Terminology	C73614	UNAPPROVED HOMEOPATHIC		
FDA	C73582	SPL Marketing Category Terminology	C73615	UNAPPROVED VITAMIN DRUG		
FDA	C73582	SPL Marketing Category Terminology	C73626	BULK INGREDIENT		
FDA	C73582	SPL Marketing Category Terminology	C73627	UNAPPROVED DRUG OTHER MARKETING CATEGORY		
FDA	C73582	SPL Marketing Category Terminology	C75302	IND		
FDA	C73582	SPL Marketing Category Terminology	C80438	EXEMPT DEVICE		
FDA	C73582	SPL Marketing Category Terminology	C80440	HUMANITARIAN DEVICE EXEMPTION		
FDA	C73582	SPL Marketing Category Terminology	C80441	PREMARKET APPLICATION		
FDA	C73582	SPL Marketing Category Terminology	C80442	PREMARKET NOTIFICATION	510(k)	
FDA	C73582	SPL Marketing Category Terminology	C86952	DIETARY SUPPLEMENT		
FDA	C73582	SPL Marketing Category Terminology	C86964	MEDICAL FOOD		
FDA	C73582	SPL Marketing Category Terminology	C86965	COSMETIC		
FDA	C73582	SPL Marketing Category Terminology	C92556	LEGALLY MARKETED UNAPPROVED NEW ANIMAL DRUGS FOR MINOR SPECIES		
FDA	C73582	SPL Marketing Category Terminology	C94795	DRUG FOR FURTHER PROCESSING		
FDA	C73582	SPL Marketing Category Terminology	C95600	APPROVED DRUG PRODUCT MANUFACTURED EXCLUSIVELY FOR PRIVATE LABEL DISTRIBUTOR		
FDA	C73582	SPL Marketing Category Terminology	C95601	OTC MONOGRAPH DRUG PRODUCT MANUFACTURED EXCLUSIVELY FOR PRIVATE LABEL DISTRIBUTOR		
FDA	C73582	SPL Marketing Category Terminology	C95602	UNAPPROVED DRUG PRODUCT MANUFACTURED EXCLUSIVELY FOR PRIVATE LABEL DISTRIBUTOR		
FDA	C73582	SPL Marketing Category Terminology	C96793	BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING		
FDA	C73582	SPL Marketing Category Terminology	C96794	BULK INGREDIENT FOR ANIMAL PRESCRIPTION COMPOUNDING		
FDA	C73582	SPL Marketing Category Terminology	C98252	BULK INGREDIENT FOR ANIMAL DRUG COMPOUNDING		
FDA	C118778	SPL Marketing Status Terminology	C53292	Marketing		
FDA	C99288	SPL Miscellaneous Identifier Types Terminology	C99285	Model Number		
FDA	C99288	SPL Miscellaneous Identifier Types Terminology	C99286	Catalog Number		
FDA	C99288	SPL Miscellaneous Identifier Types Terminology	C99287	Reference Number		
FDA	C54457	SPL Package Type Terminology	C123723	Not Applicable	NA	
FDA	C54457	SPL Package Type Terminology	C16738	INHALER		
FDA	C54457	SPL Package Type Terminology	C42794	TUBE		
FDA	C54457	SPL Package Type Terminology	C43165	AMPULE		
FDA	C54457	SPL Package Type Terminology	C43166	APPLICATOR		
FDA	C54457	SPL Package Type Terminology	C43167	BAG		
FDA	C54457	SPL Package Type Terminology	C43168	BLISTER PACK		
FDA	C54457	SPL Package Type Terminology	C43169	BOTTLE		
FDA	C54457	SPL Package Type Terminology	C43170	BOTTLE, DISPENSING		
FDA	C54457	SPL Package Type Terminology	C43171	BOTTLE, DROPPER		
FDA	C54457	SPL Package Type Terminology	C43172	BOTTLE, GLASS		
FDA	C54457	SPL Package Type Terminology	C43173	BOTTLE, PLASTIC		
FDA	C54457	SPL Package Type Terminology	C43174	BOTTLE, PUMP		
FDA	C54457	SPL Package Type Terminology	C43175	BOTTLE, SPRAY		
FDA	C54457	SPL Package Type Terminology	C43176	BOTTLE, UNIT-DOSE		
FDA	C54457	SPL Package Type Terminology	C43177	BOTTLE, WITH APPLICATOR		
FDA	C54457	SPL Package Type Terminology	C43178	BOX		
FDA	C54457	SPL Package Type Terminology	C43179	Box, Unit-Dose		
FDA	C54457	SPL Package Type Terminology	C43180	CAN		
FDA	C54457	SPL Package Type Terminology	C43181	CANISTER		
FDA	C54457	SPL Package Type Terminology	C43182	CARTON		
FDA	C54457	SPL Package Type Terminology	C43183	CARTRIDGE		
FDA	C54457	SPL Package Type Terminology	C43184	CASE		
FDA	C54457	SPL Package Type Terminology	C43185	CELLO PACK		
FDA	C54457	SPL Package Type Terminology	C43186	CONTAINER		
FDA	C54457	SPL Package Type Terminology	C43187	CUP		
FDA	C54457	SPL Package Type Terminology	C43188	CUP, UNIT-DOSE		
FDA	C54457	SPL Package Type Terminology	C43189	CYLINDER		
FDA	C54457	SPL Package Type Terminology	C43190	DEWAR		
FDA	C54457	SPL Package Type Terminology	C43191	DIALPACK		
FDA	C54457	SPL Package Type Terminology	C43192	DOSE PACK		
FDA	C54457	SPL Package Type Terminology	C43193	DRUM		
FDA	C54457	SPL Package Type Terminology	C43194	INHALER, REFILL		
FDA	C54457	SPL Package Type Terminology	C43195	JAR		
FDA	C54457	SPL Package Type Terminology	C43196	JUG		
FDA	C54457	SPL Package Type Terminology	C43197	KIT		
FDA	C54457	SPL Package Type Terminology	C43198	PACKAGE, COMBINATION		
FDA	C54457	SPL Package Type Terminology	C43199	PACKET		
FDA	C54457	SPL Package Type Terminology	C43200	POUCH		
FDA	C54457	SPL Package Type Terminology	C43201	SUPERSACK		
FDA	C54457	SPL Package Type Terminology	C43202	SYRINGE		
FDA	C54457	SPL Package Type Terminology	C43203	SYRINGE, GLASS		
FDA	C54457	SPL Package Type Terminology	C43204	SYRINGE, PLASTIC		
FDA	C54457	SPL Package Type Terminology	C43205	TABMINDER		
FDA	C54457	SPL Package Type Terminology	C43206	TANK		
FDA	C54457	SPL Package Type Terminology	C43207	TUBE, WITH APPLICATOR		
FDA	C54457	SPL Package Type Terminology	C43208	VIAL, DISPENSING		
FDA	C54457	SPL Package Type Terminology	C43209	VIAL, GLASS		
FDA	C54457	SPL Package Type Terminology	C43210	VIAL, MULTI-DOSE		
FDA	C54457	SPL Package Type Terminology	C43211	VIAL, PATENT DELIVERY SYSTEM		
FDA	C54457	SPL Package Type Terminology	C43212	VIAL, PHARMACY BULK PACKAGE		
FDA	C54457	SPL Package Type Terminology	C43213	VIAL, PIGGYBACK		
FDA	C54457	SPL Package Type Terminology	C43214	VIAL, PLASTIC		
FDA	C54457	SPL Package Type Terminology	C43215	VIAL, SINGLE-DOSE		
FDA	C54457	SPL Package Type Terminology	C43216	VIAL, SINGLE-USE		
FDA	C54457	SPL Package Type Terminology	C43226	VIAL		
FDA	C54457	SPL Package Type Terminology	C43233	PACKAGE		
FDA	C54457	SPL Package Type Terminology	C48626	NOT STATED		
FDA	C54457	SPL Package Type Terminology	C53438	TRAY		
FDA	C54457	SPL Package Type Terminology	C79135	FLEXIBLE INTERMEDIATE BULK CONTAINER		
FDA	C54457	SPL Package Type Terminology	C79136	PAIL		
FDA	C54457	SPL Package Type Terminology	C82332	PATCH		
FDA	C54457	SPL Package Type Terminology	C92708	CAPSULE		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C100103	CELLULAR SHEET		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C113106	INJECTABLE FOAM		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C124794	TABLET, CHEWABLE, EXTENDED RELEASE		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C134876	Chewable Gel		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C147579	Tablet with Sensor		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C17423	DRUG DELIVERY SYSTEM	SYSTEM	
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C25158	CAPSULE		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C25394	PILL		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C28944	CREAM		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C29167	LOTION		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C29269	MOUTHWASH		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C42679	DOUCHE		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C42763	DRESSING		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C42887	AEROSOL		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C42888	AEROSOL, FOAM		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C42889	AEROSOL, SPRAY		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C42890	BEAD		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C42892	BAR, CHEWABLE		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C42893	TABLET, CHEWABLE		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C42894	GUM, CHEWING		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C42895	CAPSULE, COATED		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C42896	CAPSULE, COATED PELLETS		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C42897	TABLET, COATED		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C42898	SOLUTION, CONCENTRATE		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C42899	INJECTION, SOLUTION, CONCENTRATE		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C42901	CRYSTAL		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C42902	CAPSULE, DELAYED RELEASE		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C42903	GRANULE, DELAYED RELEASE		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C42904	CAPSULE, DELAYED RELEASE PELLETS		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C42905	TABLET, DELAYED RELEASE		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C42906	GEL, DENTIFRICE		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C42907	PASTE, DENTIFRICE		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C42908	POWDER, DENTIFRICE		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C42909	GRANULE, EFFERVESCENT		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C42910	TABLET, EFFERVESCENT		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C42911	PATCH, EXTENDED RELEASE, ELECTRICALLY CONTROLLED		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C42912	ELIXIR		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C42913	EMULSION		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C42914	INJECTION, EMULSION		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C42915	ENEMA		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C42916	CAPSULE, EXTENDED RELEASE		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C42917	CAPSULE, COATED, EXTENDED RELEASE		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C42918	PELLETS, COATED, EXTENDED RELEASE		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C42920	FILM, EXTENDED RELEASE		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C42921	GRANULE, FOR SUSPENSION, EXTENDED RELEASE		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C42922	INSERT, EXTENDED RELEASE		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C42923	PATCH, EXTENDED RELEASE		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C42924	SUPPOSITORY, EXTENDED RELEASE		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C42925	SUSPENSION, EXTENDED RELEASE		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C42926	INJECTION, SUSPENSION, EXTENDED RELEASE		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C42927	TABLET, EXTENDED RELEASE		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C42928	CAPSULE, FILM COATED, EXTENDED RELEASE		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C42929	EXTRACT		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C42930	TABLET, FILM COATED, EXTENDED RELEASE		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C42931	TABLET, FILM COATED		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C42932	FILM		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C42933	GAS		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C42934	GEL		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C42935	SOLUTION, GEL FORMING, EXTENDED RELEASE		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C42936	CAPSULE, GELATIN COATED		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C42937	GLOBULE		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C42938	GRANULE		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C42939	GRANULE, FOR SOLUTION		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C42940	GRANULE, FOR SUSPENSION		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C42942	IMPLANT		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C42943	PELLET, IMPLANTABLE		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C42944	INHALANT		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C42945	INJECTION, SOLUTION		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C42946	INJECTION		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C42947	IRRIGANT		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C42948	JELLY		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C42949	LINIMENT		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C42950	INJECTION, LIPID COMPLEX		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C42951	INJECTION, SUSPENSION, LIPOSOMAL		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C42952	LIPSTICK		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C42953	LIQUID		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C42954	CAPSULE, LIQUID FILLED		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C42955	LOZENGE		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C42956	INJECTION, POWDER, LYOPHILIZED, FOR SUSPENSION, EXTENDED RELEASE		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C42957	INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C42958	INJECTION, POWDER, LYOPHILIZED, FOR SUSPENSION		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C42959	INJECTION, POWDER, LYOPHILIZED, FOR LIPOSOMAL SUSPENSION		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C42960	AEROSOL, METERED		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C42961	POWDER, METERED		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C42962	SPRAY, METERED		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C42963	TABLET, MULTILAYER, EXTENDED RELEASE		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C42964	TABLET, MULTILAYER		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C42965	OIL		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C42966	OINTMENT		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C42967	PASTE		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C42968	PATCH		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C42969	PELLET		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C42970	PLASTER		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C42971	AEROSOL, POWDER		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C42972	POWDER		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C42973	POWDER, FOR SOLUTION		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C42974	INJECTION, POWDER, FOR SOLUTION		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C42975	POWDER, FOR SUSPENSION		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C42976	INJECTION, POWDER, FOR SUSPENSION		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C42977	INJECTION, POWDER, FOR SUSPENSION, EXTENDED RELEASE		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C42979	RINSE		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C42980	SALVE		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C42981	SHAMPOO		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C42982	SHAMPOO, SUSPENSION		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C42983	SOAP		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C42984	FILM, SOLUBLE		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C42985	TABLET, SOLUBLE		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C42986	SOLUTION		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C42987	SOLUTION, FOR SLUSH		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C42988	INJECTION, SUSPENSION, SONICATED		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C42989	SPRAY		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C42990	SPRAY, SUSPENSION		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C42991	STICK		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C42992	TABLET, SUGAR COATED		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C42993	SUPPOSITORY		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C42994	SUSPENSION		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C42995	INJECTION, SUSPENSION		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C42996	SYRUP		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C42997	TABLET, DELAYED RELEASE PARTICLES		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C42998	TABLET		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C42999	TABLET, ORALLY DISINTEGRATING		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C43000	TINCTURE		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C43001	TROCHE		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C43003	WAFER		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C43525	DISC		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C47892	TAMPON		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C47897	TAPE		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C47898	SWAB		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C47912	SPONGE		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C47913	POULTICE		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C47914	STRIP		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C47915	INTRAUTERINE DEVICE		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C47916	KIT		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C48624	NOT APPLICABLE		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C60884	CLOTH		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C60891	CONCENTRATE		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C60897	CREAM, AUGMENTED		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C60926	FIBER, EXTENDED RELEASE		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C60927	FOR SOLUTION		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C60928	FOR SUSPENSION		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C60929	FOR SUSPENSION, EXTENDED RELEASE		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C60930	GEL, METERED		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C60931	INJECTABLE, LIPOSOMAL		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C60933	INSERT		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C60934	LIQUID, EXTENDED RELEASE		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C60957	LOTION, AUGMENTED		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C60958	LOTION/SHAMPOO		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C60984	OINTMENT, AUGMENTED		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C60985	PASTILLE		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C60988	RING		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C60992	SOLUTION/DROPS		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C60994	SOLUTION, GEL FORMING/DROPS		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C60995	SUSPENSION/DROPS		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C60997	TABLET, COATED PARTICLES		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C61004	TABLET, FOR SOLUTION		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C61005	TABLET, FOR SUSPENSION		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C61006	TABLET, ORALLY DISINTEGRATING, DELAYED RELEASE		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C64884	POWDER, EFFERVESCENT		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C69067	GRANULE, EXTENDED RELEASE		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C87536	SMOKE STICK		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C87537	SMOKE PAPER		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C87538	INTRARUMINAL DEVICE, EXTENDED RELEASE		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C87539	TAG		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C87540	GRANULE FOR SUSPENSION, DELAYED RELEASE		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C87541	POWDER, LYOPHILIZED		
FDA	C54456	SPL Pharmaceutical Dosage Form Terminology	C87542	PENDANT		
FDA	C54600	SPL Pharmacokinetic Effect Consequences Terminology	C54355	INCREASED DRUG LEVEL		
FDA	C54600	SPL Pharmacokinetic Effect Consequences Terminology	C54356	DECREASED DRUG LEVEL		
FDA	C54600	SPL Pharmacokinetic Effect Consequences Terminology	C54357	INCREASED CONCOMITANT DRUG LEVEL		
FDA	C54600	SPL Pharmacokinetic Effect Consequences Terminology	C54358	DECREASED CONCOMITANT DRUG LEVEL		
FDA	C54600	SPL Pharmacokinetic Effect Consequences Terminology	C54602	INCREASED DRUG CMAX		
FDA	C54600	SPL Pharmacokinetic Effect Consequences Terminology	C54603	INCREASED DRUG HALF LIFE		
FDA	C54600	SPL Pharmacokinetic Effect Consequences Terminology	C54604	INCREASED DRUG TMAX		
FDA	C54600	SPL Pharmacokinetic Effect Consequences Terminology	C54605	INCREASED DRUG AUC		
FDA	C54600	SPL Pharmacokinetic Effect Consequences Terminology	C54606	DECREASED DRUG CMAX		
FDA	C54600	SPL Pharmacokinetic Effect Consequences Terminology	C54607	DECREASED DRUG HALF LIFE		
FDA	C54600	SPL Pharmacokinetic Effect Consequences Terminology	C54608	DECREASED DRUG TMAX		
FDA	C54600	SPL Pharmacokinetic Effect Consequences Terminology	C54609	DECREASED DRUG AUC		
FDA	C54600	SPL Pharmacokinetic Effect Consequences Terminology	C54610	INCREASED CONCOMITANT DRUG CMAX		
FDA	C54600	SPL Pharmacokinetic Effect Consequences Terminology	C54611	INCREASED CONCOMITANT DRUG HALF LIFE		
FDA	C54600	SPL Pharmacokinetic Effect Consequences Terminology	C54612	INCREASED CONCOMITANT DRUG TMAX		
FDA	C54600	SPL Pharmacokinetic Effect Consequences Terminology	C54613	INCREASED CONCOMITANT DRUG AUC		
FDA	C54600	SPL Pharmacokinetic Effect Consequences Terminology	C54614	DECREASED CONCOMITANT DRUG AUC		
FDA	C54600	SPL Pharmacokinetic Effect Consequences Terminology	C54615	DECREASED CONCOMITANT DRUG CMAX		
FDA	C54600	SPL Pharmacokinetic Effect Consequences Terminology	C54616	DECREASED CONCOMITANT DRUG HALF LIFE		
FDA	C54600	SPL Pharmacokinetic Effect Consequences Terminology	C54617	DECREASED CONCOMITANT DRUG TMAX		
FDA	C107675	SPL Race Terminology	C16352	Black or African American		
FDA	C107675	SPL Race Terminology	C41219	NATIVE HAWAIIAN OR OTHER PACIFIC ISLANDER		
FDA	C107675	SPL Race Terminology	C41259	AMERICAN INDIAN OR ALASKA NATIVE		
FDA	C107675	SPL Race Terminology	C41260	ASIAN		
FDA	C107675	SPL Race Terminology	C41261	WHITE		
FDA	C128492	SPL REMS Protocol Terminology	C128528	Protocol		
FDA	C128492	SPL REMS Protocol Terminology	C128529	REMS Certification		
FDA	C128492	SPL REMS Protocol Terminology	C128530	Pharmacotherapy Initiation		
FDA	C128492	SPL REMS Protocol Terminology	C128531	Pharmacotherapy Continuation		
FDA	C128492	SPL REMS Protocol Terminology	C128532	All Pharmacotherapy Prescriptions		
FDA	C128492	SPL REMS Protocol Terminology	C128533	Medication Dispensing		
FDA	C128492	SPL REMS Protocol Terminology	C128534	Medication Administration		
FDA	C128492	SPL REMS Protocol Terminology	C128535	Pharmacotherapy Discontinuation		
FDA	C128492	SPL REMS Protocol Terminology	C128536	Medication Distribution		
FDA	C128491	SPL REMS Requirement Terminology	C128494	Requirement		
